trackingcode,shippingmethod,fromzip,tozip,acceptedat,deliveredat,zip_group_to,transit_time,day_of_week
778176425395,FEDEX.GROUND,75211,76063,2019-11-20T00:00:00,2019-11-21T12:54:59-06:00,760,1,Wednesday
390119050219,FEDEX.GROUND,75211,74429,2020-02-03T16:10:00-06:00,2020-02-04T09:23:21-06:00,744,1,Monday
390129508025,FEDEX.GROUND,75211,72211,2020-02-05T00:00:00,2020-02-06T09:30:40-06:00,722,1,Wednesday
390106155588,FEDEX.GROUND,75211,75069,2020-02-05T00:00:00,2020-02-05T09:48:23-06:00,750,0,Wednesday
776810972309,FEDEX.GROUND,75211,78503,2019-10-24T00:00:00,2019-10-28T11:30:23-05:00,785,2,Thursday
779903382325,FEDEX.GROUND,75211,29536,2020-01-27T00:00:00,2020-01-30T11:54:26-05:00,295,3,Monday
779947278752,FEDEX.GROUND,75211,73071,2020-01-28T16:03:00-06:00,2020-01-29T11:08:39-06:00,730,1,Tuesday
779932631215,FEDEX.GROUND,75211,36784,2020-01-28T00:00:00,2020-01-31T13:12:26-06:00,367,3,Tuesday
390106157032,FEDEX.GROUND,75211,26301,2020-02-05T00:00:00,2020-02-10T08:18:09-05:00,263,3,Wednesday
779913371498,FEDEX.GROUND,75211,79065,2020-01-27T15:47:00-06:00,2020-01-29T11:07:51-06:00,790,2,Monday
779946316842,FEDEX.GROUND,75211,67205,2020-01-29T00:00:00,2020-01-30T10:03:40-06:00,672,1,Wednesday
779917909830,FEDEX.GROUND,75211,76226,2020-01-27T15:47:00-06:00,2020-01-28T10:58:43-06:00,762,1,Monday
779940734811,FEDEX.GROUND,75211,38865,2020-01-28T14:20:00-06:00,2020-01-30T15:23:44-06:00,388,2,Tuesday
779946317415,FEDEX.GROUND,75211,67205,2020-01-29T00:00:00,2020-01-30T10:03:40-06:00,672,1,Wednesday
390120985678,FEDEX.GROUND,75211,77474,2020-02-03T16:10:00-06:00,2020-02-04T11:14:42-06:00,774,1,Monday
390122584147,FEDEX.GROUND,75211,77071,2020-02-03T16:10:00-06:00,2020-02-04T10:59:51-06:00,770,1,Monday
779903628256,FEDEX.GROUND,75211,32904,2020-01-29T00:00:00,2020-02-03T10:17:30-05:00,329,3,Wednesday
779903628267,FEDEX.GROUND,75211,32904,2020-01-29T00:00:00,2020-02-03T10:17:30-05:00,329,3,Wednesday
390120083578,FEDEX.GROUND,75211,72143,2020-02-03T17:12:00-06:00,2020-02-04T12:07:11-06:00,721,1,Monday
779945796822,FEDEX.GROUND,75211,71111,2020-01-28T15:52:00-06:00,2020-01-29T09:40:12-06:00,711,1,Tuesday
779946122614,FEDEX.GROUND,75211,75068,2020-01-28T00:00:00,2020-01-29T13:08:00-06:00,750,1,Tuesday
779908165031,FEDEX.GROUND,75211,85621,2020-01-27T00:00:00,2020-01-30T10:43:40-07:00,856,3,Monday
390106154938,FEDEX.GROUND,75211,73134,2020-02-05T00:00:00,2020-02-07T10:53:52-06:00,731,2,Wednesday
390118931656,FEDEX.GROUND,75211,75126,2020-02-03T16:10:00-06:00,2020-02-04T09:59:45-06:00,751,1,Monday
390116173349,FEDEX.GROUND,75211,90404,2020-02-03T17:12:00-06:00,2020-02-06T12:11:11-08:00,904,3,Monday
390455129223,FEDEX.GROUND,75211,49417,2020-02-19T00:00:00,2020-02-24T10:08:56-05:00,494,3,Wednesday
390120885789,FEDEX.GROUND,75211,70401,2020-02-03T16:10:00-06:00,2020-02-05T12:21:29-06:00,704,2,Monday
390120043600,FEDEX.GROUND,75211,77449,2020-02-03T16:10:00-06:00,2020-02-04T11:27:44-06:00,774,1,Monday
390121017849,FEDEX.GROUND,75211,70520,2020-02-03T16:10:00-06:00,2020-02-05T09:10:16-06:00,705,2,Monday
779900131503,FEDEX.GROUND,75211,36801,2020-01-27T00:00:00,2020-01-30T09:22:35-05:00,368,3,Monday
779945924005,FEDEX.GROUND,75211,77505,2020-01-28T16:03:00-06:00,2020-01-29T10:14:40-06:00,775,1,Tuesday
779916993914,FEDEX.GROUND,75211,80011,2020-01-27T14:59:00-06:00,2020-01-29T10:14:57-07:00,800,2,Monday
779915766172,FEDEX.GROUND,75211,74834,2020-01-27T15:47:00-06:00,2020-01-28T12:15:37-06:00,748,1,Monday
779902518360,FEDEX.GROUND,75211,81052,2020-01-27T00:00:00,2020-01-29T10:55:36-07:00,810,2,Monday
779947170759,FEDEX.GROUND,75211,63080,2020-01-28T15:52:00-06:00,2020-01-30T09:03:18-06:00,630,2,Tuesday
779916686774,FEDEX.GROUND,75211,80026,2020-01-27T15:47:00-06:00,2020-01-29T08:42:13-07:00,800,2,Monday
779928271899,FEDEX.GROUND,75211,33411,2020-01-29T00:00:00,2020-02-03T10:13:01-05:00,334,3,Wednesday
779913303233,FEDEX.GROUND,75211,75482,2020-01-27T15:47:00-06:00,2020-01-28T09:56:00-06:00,754,1,Monday
390103286731,FEDEX.GROUND,75211,30096,2020-02-03T16:10:00-06:00,2020-02-05T11:25:55-05:00,300,2,Monday
390120246443,FEDEX.GROUND,75211,77449,2020-02-03T16:10:00-06:00,2020-02-04T11:37:57-06:00,774,1,Monday
390427579825,FEDEX.GROUND,75211,75068,2020-02-18T00:00:00,2020-02-19T12:53:19-06:00,750,1,Tuesday
390094027706,FEDEX.GROUND,75211,42104,2020-02-03T16:10:00-06:00,2020-02-05T08:51:45-06:00,421,2,Monday
390092361339,FEDEX.GROUND,75211,76528,2020-02-03T16:10:00-06:00,2020-02-04T10:17:12-06:00,765,1,Monday
779917137893,FEDEX.GROUND,75211,74011,2020-01-27T15:47:00-06:00,2020-01-28T10:03:53-06:00,740,1,Monday
779911254397,FEDEX.GROUND,75211,84095,2020-01-27T14:59:00-06:00,2020-01-30T10:20:10-07:00,840,3,Monday
779903378860,FEDEX.GROUND,75211,29536,2020-01-27T00:00:00,2020-01-30T11:54:26-05:00,295,3,Monday
779897612637,FEDEX.GROUND,75211,78504,2020-01-27T16:26:00-06:00,2020-01-29T10:01:43-06:00,785,2,Monday
779918037316,FEDEX.GROUND,75211,81620,2020-01-27T15:47:00-06:00,2020-01-30T09:26:13-07:00,816,3,Monday
779899672050,FEDEX.GROUND,75211,63935,2020-01-27T00:00:00,2020-01-29T11:27:13-06:00,639,2,Monday
390441879264,FEDEX.GROUND,75211,71730,2020-02-17T15:50:00-06:00,2020-02-19T10:07:28-06:00,717,1,Monday
390477796015,FEDEX.GROUND,75211,71635,2020-02-18T00:00:00,2020-02-20T12:42:24-06:00,716,2,Tuesday
390455128374,FEDEX.GROUND,75211,75604,2020-02-19T00:00:00,2020-02-21T10:16:37-06:00,756,2,Wednesday
779946320330,FEDEX.GROUND,75211,67205,2020-01-29T00:00:00,2020-01-30T10:03:40-06:00,672,1,Wednesday
779928330766,FEDEX.GROUND,75211,79720,2020-01-28T16:03:00-06:00,2020-01-29T13:11:43-06:00,797,1,Tuesday
779903761648,FEDEX.GROUND,75211,76306,2020-01-28T00:00:00,2020-01-30T09:07:45-06:00,763,2,Tuesday
390094027500,FEDEX.GROUND,75211,42104,2020-02-03T16:10:00-06:00,2020-02-05T08:51:45-06:00,421,2,Monday
390427266047,FEDEX.GROUND,75211,77386,2020-02-17T16:56:00-06:00,2020-02-18T10:14:28-06:00,773,0,Monday
390121802425,FEDEX.GROUND,75211,38464,2020-02-04T16:27:00-06:00,2020-02-06T08:20:40-06:00,384,2,Tuesday
390109825263,FEDEX.GROUND,75211,74652,2020-02-03T00:00:00,2020-02-04T12:30:07-06:00,746,1,Monday
390118571497,FEDEX.GROUND,75211,85374,2020-02-03T16:10:00-06:00,2020-02-06T12:18:27-07:00,853,3,Monday
779917194834,FEDEX.GROUND,75211,79912,2020-01-27T15:47:00-06:00,2020-01-29T11:22:56-07:00,799,2,Monday
779922240090,FEDEX.GROUND,75211,76858,2020-01-27T17:31:00-06:00,2020-01-28T13:27:45-06:00,768,1,Monday
390120957244,FEDEX.GROUND,75211,77382,2020-02-03T16:10:00-06:00,2020-02-04T10:01:37-06:00,773,1,Monday
390117722075,FEDEX.GROUND,75211,71303,2020-02-03T16:10:00-06:00,2020-02-04T09:22:50-06:00,713,1,Monday
779928271010,FEDEX.GROUND,75211,73533,2020-01-29T00:00:00,2020-01-31T11:36:51-06:00,735,2,Wednesday
390117985281,FEDEX.GROUND,75211,92111,2020-02-03T17:12:00-06:00,2020-02-06T12:31:43-08:00,921,3,Monday
390118612045,FEDEX.GROUND,75211,78624,2020-02-03T16:10:00-06:00,2020-02-04T12:31:32-06:00,786,1,Monday
779926657460,FEDEX.GROUND,75211,78749,2020-01-29T00:00:00,2020-01-30T10:37:28-06:00,787,1,Wednesday
390420321680,FEDEX.GROUND,75211,32225,2020-02-17T15:54:00-06:00,2020-02-20T11:32:49-05:00,322,2,Monday
390455129245,FEDEX.GROUND,75211,49417,2020-02-19T00:00:00,2020-02-24T10:08:56-05:00,494,3,Wednesday
779916916787,FEDEX.GROUND,75211,71105,2020-01-27T15:47:00-06:00,2020-01-28T10:06:24-06:00,711,1,Monday
779915526276,FEDEX.GROUND,75211,78504,2020-01-27T15:47:00-06:00,2020-01-29T10:01:43-06:00,785,2,Monday
390119627228,FEDEX.GROUND,75211,76063,2020-02-03T16:10:00-06:00,2020-02-04T10:59:23-06:00,760,1,Monday
390427268440,FEDEX.GROUND,75211,74074,2020-02-17T16:56:00-06:00,2020-02-18T10:36:22-06:00,740,0,Monday
390122370075,FEDEX.GROUND,75211,77802,2020-02-03T16:10:00-06:00,2020-02-04T09:54:01-06:00,778,1,Monday
390121801819,FEDEX.GROUND,75211,38464,2020-02-04T16:27:00-06:00,2020-02-06T08:20:40-06:00,384,2,Tuesday
779934059979,FEDEX.GROUND,75211,28655,2020-01-28T00:00:00,2020-01-31T14:02:26-05:00,286,3,Tuesday
779910972881,FEDEX.GROUND,75211,29466,2020-01-27T14:59:00-06:00,2020-01-30T10:04:44-05:00,294,3,Monday
779928271682,FEDEX.GROUND,75211,33411,2020-01-29T00:00:00,2020-02-03T10:13:01-05:00,334,3,Wednesday
390116175205,FEDEX.GROUND,75211,72120,2020-02-03T17:12:00-06:00,2020-02-04T15:28:11-06:00,721,1,Monday
390417567095,FEDEX.GROUND,75211,29730,2020-02-17T15:54:00-06:00,2020-02-20T11:59:44-05:00,297,2,Monday
390500250776,FEDEX.GROUND,75211,91750,2020-02-20T00:00:00,2020-02-24T12:11:25-08:00,917,2,Thursday
390504196612,FEDEX.GROUND,75211,75052,2020-02-19T16:47:00-06:00,2020-02-20T10:20:21-06:00,750,1,Wednesday
390430764662,FEDEX.GROUND,75211,78717,2020-02-17T15:50:00-06:00,2020-02-18T09:58:23-06:00,787,0,Monday
779938238489,FEDEX.GROUND,75211,77055,2020-01-28T15:52:00-06:00,2020-01-29T11:48:26-06:00,770,1,Tuesday
779945888106,FEDEX.GROUND,75211,72076,2020-01-28T15:52:00-06:00,2020-01-29T09:23:25-06:00,720,1,Tuesday
779944437759,FEDEX.GROUND,75211,64145,2020-01-28T16:52:00-06:00,2020-02-03T10:44:52-06:00,641,4,Tuesday
779945928857,FEDEX.GROUND,75211,88346,2020-01-28T15:52:00-06:00,2020-01-30T09:55:00-07:00,883,2,Tuesday
779917454806,FEDEX.GROUND,75211,34104,2020-01-27T16:50:00-06:00,2020-01-30T10:35:14-05:00,341,3,Monday
390118565105,FEDEX.GROUND,75211,85374,2020-02-03T16:10:00-06:00,2020-02-06T12:18:27-07:00,853,3,Monday
390532155200,FEDEX.GROUND,75211,70605,2020-02-20T00:00:00,2020-02-24T11:20:45-06:00,706,2,Thursday
390455128260,FEDEX.GROUND,75211,76132,2020-02-19T00:00:00,2020-02-20T09:24:57-06:00,761,1,Wednesday
779922239523,FEDEX.GROUND,75211,76858,2020-01-27T17:31:00-06:00,2020-01-28T13:27:45-06:00,768,1,Monday
779905354383,FEDEX.GROUND,75211,89508,2020-01-27T00:00:00,2020-01-30T11:53:44-08:00,895,3,Monday
779902518635,FEDEX.GROUND,75211,81052,2020-01-27T00:00:00,2020-01-29T10:55:36-07:00,810,2,Monday
779922205981,FEDEX.GROUND,75211,68008,2020-01-27T17:31:00-06:00,2020-01-29T11:20:49-06:00,680,2,Monday
779928271502,FEDEX.GROUND,75211,80751,2020-01-29T00:00:00,2020-02-03T10:27:59-07:00,807,3,Wednesday
390471535307,FEDEX.GROUND,75211,77023,2020-02-18T16:11:00-06:00,2020-02-19T12:09:51-06:00,770,1,Tuesday
390555230391,FEDEX.GROUND,75211,76667,2020-02-21T16:03:00-06:00,2020-02-24T10:17:32-06:00,766,1,Friday
390119640626,FEDEX.GROUND,75211,77642,2020-02-03T16:10:00-06:00,2020-02-04T12:29:10-06:00,776,1,Monday
390109786825,FEDEX.GROUND,75211,77015,2020-02-03T16:10:00-06:00,2020-02-04T10:26:41-06:00,770,1,Monday
779917522181,FEDEX.GROUND,75211,70058,2020-01-27T15:47:00-06:00,2020-01-29T09:55:25-06:00,700,2,Monday
390106156849,FEDEX.GROUND,75211,76710,2020-02-05T00:00:00,2020-02-06T13:25:47-06:00,767,1,Wednesday
390120028265,FEDEX.GROUND,75211,78582,2020-02-03T16:10:00-06:00,2020-02-05T09:37:20-06:00,785,2,Monday
779913140129,FEDEX.GROUND,75211,76063,2020-01-27T15:47:00-06:00,2020-01-28T14:09:05-06:00,760,1,Monday
779945922907,FEDEX.GROUND,75211,77505,2020-01-28T16:03:00-06:00,2020-01-29T10:14:40-06:00,775,1,Tuesday
779928320570,FEDEX.GROUND,75211,80020,2020-01-29T00:00:00,2020-02-03T12:39:16-07:00,800,3,Wednesday
779895259388,FEDEX.GROUND,75211,93036,2020-01-27T16:26:00-06:00,2020-01-30T10:47:15-08:00,930,3,Monday
779946971717,FEDEX.GROUND,75211,71049,2020-01-28T15:52:00-06:00,2020-01-29T12:11:05-06:00,710,1,Tuesday
390455129040,FEDEX.GROUND,75211,67209,2020-02-19T00:00:00,2020-02-20T14:00:23-06:00,672,1,Wednesday
390129445770,FEDEX.GROUND,75211,77456,2020-02-04T16:27:00-06:00,2020-02-05T11:00:43-06:00,774,1,Tuesday
390534739085,FEDEX.GROUND,75211,80021,2020-02-20T16:06:00-06:00,2020-02-24T07:57:04-07:00,800,2,Thursday
779919496460,FEDEX.GROUND,75211,23111,2020-01-28T16:03:00-06:00,2020-01-31T10:36:18-05:00,231,3,Tuesday
779908377052,FEDEX.GROUND,75211,63143,2020-01-27T16:26:00-06:00,2020-01-29T08:56:56-06:00,631,2,Monday
390129507680,FEDEX.GROUND,75211,87114,2020-02-05T00:00:00,2020-02-10T08:42:50-07:00,871,3,Wednesday
779928270620,FEDEX.GROUND,75211,80751,2020-01-29T00:00:00,2020-02-03T10:27:59-07:00,807,3,Wednesday
779946696116,FEDEX.GROUND,75211,75104,2020-01-28T15:52:00-06:00,2020-01-29T11:04:02-06:00,751,1,Tuesday
779946321267,FEDEX.GROUND,75211,67205,2020-01-29T00:00:00,2020-01-30T10:03:40-06:00,672,1,Wednesday
779917496478,FEDEX.GROUND,75211,75088,2020-01-27T15:47:00-06:00,2020-01-28T10:23:57-06:00,750,1,Monday
390117989118,FEDEX.GROUND,75211,79601,2020-02-03T17:12:00-06:00,2020-02-04T11:41:35-06:00,796,1,Monday
390119036167,FEDEX.GROUND,75211,74429,2020-02-03T16:10:00-06:00,2020-02-04T09:23:21-06:00,744,1,Monday
390126029443,FEDEX.GROUND,75211,75979,2020-02-04T16:27:00-06:00,2020-02-05T11:55:48-06:00,759,1,Tuesday
390477804164,FEDEX.GROUND,75211,39042,2020-02-18T16:16:00-06:00,2020-02-20T10:22:48-06:00,390,2,Tuesday
390417293304,FEDEX.GROUND,75211,78665,2020-02-17T15:54:00-06:00,2020-02-18T10:12:17-06:00,786,0,Monday
779947504277,FEDEX.GROUND,75211,67206,2020-01-28T16:52:00-06:00,2020-01-29T10:24:09-06:00,672,1,Tuesday
779947202438,FEDEX.GROUND,75211,79925,2020-01-28T16:52:00-06:00,2020-01-30T10:48:51-07:00,799,2,Tuesday
779895789053,FEDEX.GROUND,75211,44720,2020-01-27T00:00:00,2020-01-30T09:55:54-05:00,447,3,Monday
779934368191,FEDEX.GROUND,75211,35650,2020-01-28T00:00:00,2020-01-30T08:55:57-06:00,356,2,Tuesday
390106996009,FEDEX.GROUND,75211,39211,2020-02-03T17:12:00-06:00,2020-02-05T09:51:50-06:00,392,2,Monday
779908163212,FEDEX.GROUND,75211,85621,2020-01-27T00:00:00,2020-01-30T10:43:40-07:00,856,3,Monday
779946738024,FEDEX.GROUND,75211,78251,2020-01-28T15:52:00-06:00,2020-01-29T10:04:40-06:00,782,1,Tuesday
779903628418,FEDEX.GROUND,75211,80905,2020-01-29T00:00:00,2020-02-01T11:09:53-07:00,809,2,Wednesday
390129507772,FEDEX.GROUND,75211,77304,2020-02-05T00:00:00,2020-02-06T11:01:49-06:00,773,1,Wednesday
390455128488,FEDEX.GROUND,75211,81321,2020-02-19T00:00:00,2020-02-24T12:26:06-07:00,813,3,Wednesday
390471530110,FEDEX.GROUND,75211,78238,2020-02-18T00:00:00,2020-02-19T11:48:25-06:00,782,1,Tuesday
390102341905,FEDEX.GROUND,75211,75071,2020-02-03T16:10:00-06:00,2020-02-04T11:42:22-06:00,750,1,Monday
390105947596,FEDEX.GROUND,75211,22980,2020-02-04T00:00:00,2020-02-07T11:59:21-05:00,229,3,Tuesday
390563078870,FEDEX.GROUND,75211,72601,2020-02-21T17:08:00-06:00,2020-02-25T09:35:16-06:00,726,2,Friday
779938122064,FEDEX.GROUND,75211,83501,2020-01-28T14:20:00-06:00,2020-02-03T09:54:18-08:00,835,4,Tuesday
390117986255,FEDEX.GROUND,75211,92126,2020-02-03T17:12:00-06:00,2020-02-06T10:12:47-08:00,921,3,Monday
390120892883,FEDEX.GROUND,75211,70401,2020-02-03T16:10:00-06:00,2020-02-05T12:21:29-06:00,704,2,Monday
390120007153,FEDEX.GROUND,75211,77023,2020-02-03T16:10:00-06:00,2020-02-04T12:17:50-06:00,770,1,Monday
390109303379,FEDEX.GROUND,75211,40245,2020-02-03T17:12:00-06:00,2020-02-06T08:58:47-05:00,402,3,Monday
390116759363,FEDEX.GROUND,75211,78613,2020-02-03T16:10:00-06:00,2020-02-04T10:17:18-06:00,786,1,Monday
390094023858,FEDEX.GROUND,75211,76182,2020-02-03T16:10:00-06:00,2020-02-04T10:27:05-06:00,761,1,Monday
779895259116,FEDEX.GROUND,75211,93036,2020-01-27T16:26:00-06:00,2020-01-30T10:47:15-08:00,930,3,Monday
779906979107,FEDEX.GROUND,75211,93021,2020-01-27T00:00:00,2020-01-30T16:21:07-08:00,930,3,Monday
779923168718,FEDEX.GROUND,75211,77057,2020-01-27T17:31:00-06:00,2020-01-28T09:21:51-06:00,770,1,Monday
779933958926,FEDEX.GROUND,75211,33180,2020-01-28T00:00:00,2020-01-31T15:01:22-05:00,331,3,Tuesday
779917412512,FEDEX.GROUND,75211,76021,2020-01-27T15:47:00-06:00,2020-01-28T10:57:15-06:00,760,1,Monday
390101538378,FEDEX.GROUND,75211,85614,2020-02-03T16:10:00-06:00,2020-02-06T09:36:19-07:00,856,3,Monday
390117783272,FEDEX.GROUND,75211,34114,2020-02-04T00:00:00,2020-02-07T10:29:17-05:00,341,3,Tuesday
390117784338,FEDEX.GROUND,75211,34114,2020-02-04T00:00:00,2020-02-07T10:29:17-05:00,341,3,Tuesday
779915787620,FEDEX.GROUND,75211,75006,2020-01-27T15:47:00-06:00,2020-01-29T11:26:59-06:00,750,2,Monday
390427579619,FEDEX.GROUND,75211,75068,2020-02-18T00:00:00,2020-02-19T12:53:19-06:00,750,1,Tuesday
779928319978,FEDEX.GROUND,75211,73142,2020-01-29T00:00:00,2020-01-30T12:53:26-06:00,731,1,Wednesday
390419801850,FEDEX.GROUND,75211,77551,2020-02-17T15:54:00-06:00,2020-02-18T11:03:24-06:00,775,0,Monday
390427764552,FEDEX.GROUND,75211,79925,2020-02-17T16:56:00-06:00,2020-02-19T13:17:43-07:00,799,1,Monday
778176424436,FEDEX.GROUND,75211,76063,2019-11-20T00:00:00,2019-11-21T12:54:59-06:00,760,1,Wednesday
390532155737,FEDEX.GROUND,75211,49412,2020-02-20T00:00:00,2020-02-25T10:59:56-05:00,494,3,Thursday
390532156939,FEDEX.GROUND,75211,48220,2020-02-20T00:00:00,2020-02-25T10:15:17-05:00,482,3,Thursday
779947385930,FEDEX.GROUND,75211,70785,2020-01-28T15:52:00-06:00,2020-01-30T09:58:18-06:00,707,2,Tuesday
390101201317,FEDEX.GROUND,75211,85392,2020-02-03T16:10:00-06:00,2020-02-06T08:18:04-07:00,853,3,Monday
390107001000,FEDEX.GROUND,75211,39211,2020-02-03T17:12:00-06:00,2020-02-05T09:51:50-06:00,392,2,Monday
390427268885,FEDEX.GROUND,75211,79935,2020-02-17T16:56:00-06:00,2020-02-19T09:38:43-07:00,799,1,Monday
390429071683,FEDEX.GROUND,75211,29607,2020-02-17T00:00:00,2020-02-20T13:34:59-05:00,296,2,Monday
390117695505,FEDEX.GROUND,75211,78664,2020-02-03T16:10:00-06:00,2020-02-04T09:32:34-06:00,786,1,Monday
779928271627,FEDEX.GROUND,75211,77304,2020-01-29T00:00:00,2020-01-31T11:24:50-06:00,773,2,Wednesday
779946320628,FEDEX.GROUND,75211,67205,2020-01-29T00:00:00,2020-01-30T10:03:40-06:00,672,1,Wednesday
779907332690,FEDEX.GROUND,75211,54115,2020-01-27T00:00:00,2020-01-30T12:07:09-06:00,541,3,Monday
779917232655,FEDEX.GROUND,75211,64093,2020-01-27T15:47:00-06:00,2020-01-29T09:54:48-06:00,640,2,Monday
390420812060,FEDEX.GROUND,75211,76661,2020-02-17T15:54:00-06:00,2020-02-18T13:23:04-06:00,766,0,Monday
390427268418,FEDEX.GROUND,75211,33966,2020-02-17T16:56:00-06:00,2020-02-20T10:29:57-05:00,339,2,Monday
779917251672,FEDEX.GROUND,75211,75462,2020-01-27T15:47:00-06:00,2020-01-28T10:03:23-06:00,754,1,Monday
779947329600,FEDEX.GROUND,75211,75773,2020-01-28T15:52:00-06:00,2020-01-29T10:27:43-06:00,757,1,Tuesday
779928272185,FEDEX.GROUND,75211,75701,2020-01-29T00:00:00,2020-01-31T12:50:18-06:00,757,2,Wednesday
390117614670,FEDEX.GROUND,75211,39581,2020-02-03T16:10:00-06:00,2020-02-05T11:30:31-06:00,395,2,Monday
390095166985,FEDEX.GROUND,75211,33142,2020-02-03T16:10:00-06:00,2020-02-06T11:48:02-05:00,331,3,Monday
390119014964,FEDEX.GROUND,75211,67357,2020-02-03T16:10:00-06:00,2020-02-04T09:50:27-06:00,673,1,Monday
779917982578,FEDEX.GROUND,75211,80026,2020-01-27T15:47:00-06:00,2020-01-29T08:42:13-07:00,800,2,Monday
779903628337,FEDEX.GROUND,75211,32904,2020-01-29T00:00:00,2020-02-03T10:17:30-05:00,329,3,Wednesday
779928271307,FEDEX.GROUND,75211,77304,2020-01-29T00:00:00,2020-01-31T11:24:50-06:00,773,2,Wednesday
779928270918,FEDEX.GROUND,75211,87402,2020-01-29T00:00:00,2020-02-03T09:53:55-07:00,874,3,Wednesday
779913412930,FEDEX.GROUND,75211,72758,2020-01-27T15:47:00-06:00,2020-01-29T09:21:50-06:00,727,2,Monday
779913333523,FEDEX.GROUND,75211,72712,2020-01-27T15:47:00-06:00,2020-01-29T11:47:46-06:00,727,2,Monday
779947305484,FEDEX.GROUND,75211,74012,2020-01-28T15:52:00-06:00,2020-01-29T09:17:18-06:00,740,1,Tuesday
779902513861,FEDEX.GROUND,75211,81050,2020-01-27T00:00:00,2020-01-29T09:55:14-07:00,810,2,Monday
779935728482,FEDEX.GROUND,75211,72442,2020-01-28T14:20:00-06:00,2020-01-30T12:16:01-06:00,724,2,Tuesday
779924853592,FEDEX.GROUND,75211,85326,2020-01-28T16:03:00-06:00,2020-01-30T08:45:37-07:00,853,2,Tuesday
390109775703,FEDEX.GROUND,75211,72202,2020-02-03T00:00:00,2020-02-07T09:36:11-06:00,722,4,Monday
390121873255,FEDEX.GROUND,75211,39211,2020-02-03T17:12:00-06:00,2020-02-05T15:28:13-06:00,392,2,Monday
779928320364,FEDEX.GROUND,75211,91740,2020-01-29T00:00:00,2020-02-03T08:36:20-08:00,917,3,Wednesday
390122588039,FEDEX.GROUND,75211,77071,2020-02-03T16:10:00-06:00,2020-02-04T10:59:51-06:00,770,1,Monday
390563080962,FEDEX.GROUND,75211,79601,2020-02-21T17:08:00-06:00,2020-02-24T10:55:45-06:00,796,1,Friday
390532155277,FEDEX.GROUND,75211,79925,2020-02-20T00:00:00,2020-02-22T14:13:40-07:00,799,1,Thursday
779895789215,FEDEX.GROUND,75211,78041,2020-01-27T00:00:00,2020-01-29T09:53:34-06:00,780,2,Monday
779920081595,FEDEX.GROUND,75211,40509,2020-01-27T16:50:00-06:00,2020-01-30T08:48:37-05:00,405,3,Monday
779938693049,FEDEX.GROUND,75211,70506,2020-01-28T15:52:00-06:00,2020-01-30T09:45:33-06:00,705,2,Tuesday
779919864270,FEDEX.GROUND,75211,33584,2020-01-27T17:31:00-06:00,2020-01-30T12:12:07-05:00,335,3,Monday
779902128999,FEDEX.GROUND,75211,33810,2020-01-27T16:50:00-06:00,2020-01-30T11:43:16-05:00,338,3,Monday
779917921040,FEDEX.GROUND,75211,90250,2020-01-27T17:31:00-06:00,2020-01-30T11:44:46-08:00,902,3,Monday
779947366795,FEDEX.GROUND,75211,76021,2020-01-28T00:00:00,2020-01-29T10:34:33-06:00,760,1,Tuesday
779928271395,FEDEX.GROUND,75211,75019,2020-01-29T00:00:00,2020-01-30T10:48:53-06:00,750,1,Wednesday
779917457530,FEDEX.GROUND,75211,37067,2020-01-27T16:50:00-06:00,2020-01-29T17:08:19-06:00,370,2,Monday
779926658319,FEDEX.GROUND,75211,74133,2020-01-29T00:00:00,2020-01-30T11:12:09-06:00,741,1,Wednesday
390122550745,FEDEX.GROUND,75211,75426,2020-02-03T16:10:00-06:00,2020-02-04T11:21:40-06:00,754,1,Monday
390429748170,FEDEX.GROUND,75211,39157,2020-02-17T16:56:00-06:00,2020-02-19T11:45:35-06:00,391,1,Monday
390102341445,FEDEX.GROUND,75211,75071,2020-02-03T16:10:00-06:00,2020-02-04T11:42:22-06:00,750,1,Monday
390120971190,FEDEX.GROUND,75211,37771,2020-02-03T16:10:00-06:00,2020-02-05T09:35:12-05:00,377,2,Monday
779917844769,FEDEX.GROUND,75211,71111,2020-01-27T15:47:00-06:00,2020-01-28T10:50:27-06:00,711,1,Monday
390419181572,FEDEX.GROUND,75211,23451,2020-02-17T15:54:00-06:00,2020-02-20T10:27:12-05:00,234,2,Monday
390430773759,FEDEX.GROUND,75211,78717,2020-02-17T15:50:00-06:00,2020-02-18T09:58:23-06:00,787,0,Monday
390532154833,FEDEX.GROUND,75211,70665,2020-02-20T00:00:00,2020-02-24T13:15:44-06:00,706,2,Thursday
779939356189,FEDEX.GROUND,75211,71360,2020-01-28T16:03:00-06:00,2020-01-29T09:32:51-06:00,713,1,Tuesday
778010180497,FEDEX.GROUND,75211,54449,2019-11-13T00:00:00,2019-11-18T12:28:42-06:00,544,3,Wednesday
779913177273,FEDEX.GROUND,75211,77498,2020-01-27T15:47:00-06:00,2020-01-28T13:33:29-06:00,774,1,Monday
779915881212,FEDEX.GROUND,75211,72143,2020-01-27T15:47:00-06:00,2020-01-28T11:15:20-06:00,721,1,Monday
390119417048,FEDEX.GROUND,75211,71350,2020-02-03T16:10:00-06:00,2020-02-04T10:07:26-06:00,713,1,Monday
390095167282,FEDEX.GROUND,75211,33142,2020-02-03T16:10:00-06:00,2020-02-06T11:48:02-05:00,331,3,Monday
779918006784,FEDEX.GROUND,75211,80026,2020-01-27T15:47:00-06:00,2020-01-29T08:42:13-07:00,800,2,Monday
