zip_group_to,day_of_week,days_req,n_success,n_failure,n,percentage,confidence_yes,confidence_no,decision,successRateTargetPct,n_success_aggregate,n_failure_aggregate,n_aggregate,percentage_aggregate,confidence_yes_aggregate,confidence_no_aggregate,decision_aggregate,successRateTargetPct_aggregate
378,Monday,1,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985
378,Monday,2,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98
378,Monday,3,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98
380,Friday,0,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985
380,Friday,1,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985
380,Friday,2,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98
380,Friday,3,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98
381,Monday,0,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985
381,Monday,1,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985
381,Monday,2,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98
381,Monday,3,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98
384,Tuesday,0,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985
384,Tuesday,1,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985
384,Tuesday,2,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98
384,Tuesday,3,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98
385,Thursday,0,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985
385,Thursday,1,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985
385,Thursday,2,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98
385,Thursday,3,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98
386,Monday,0,0,8,8,0.0,3.844335937500182e-17,1.0000000000000004,no,0.985,0,12,12,0.0,1.9461950683595057e-24,1.0000000000000004,no,0.985
386,Tuesday,0,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985,0,12,12,0.0,1.9461950683595057e-24,1.0000000000000004,no,0.985
386,Monday,1,0,8,8,0.0,3.844335937500182e-17,1.0000000000000004,no,0.985,0,12,12,0.0,1.9461950683595057e-24,1.0000000000000004,no,0.985
386,Tuesday,1,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985,0,12,12,0.0,1.9461950683595057e-24,1.0000000000000004,no,0.985
386,Monday,2,8,0,8,1.0,0.16625223786985024,0.8337477621301499,defer,0.98,12,0,12,1.0,0.23097761073989614,0.769022389260104,defer,0.98
386,Tuesday,2,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98,12,0,12,1.0,0.23097761073989614,0.769022389260104,defer,0.98
386,Monday,3,8,0,8,1.0,0.16625223786985024,0.8337477621301499,defer,0.98,12,0,12,1.0,0.23097761073989614,0.769022389260104,defer,0.98
386,Tuesday,3,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98,12,0,12,1.0,0.23097761073989614,0.769022389260104,defer,0.98
388,Tuesday,0,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985
388,Tuesday,1,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985
388,Tuesday,2,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98
388,Tuesday,3,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98
389,Monday,0,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985
389,Monday,1,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985
389,Monday,2,0,1,1,0.0,0.0004000000000000006,0.9996,no,0.98,0,1,1,0.0,0.0004000000000000006,0.9996,no,0.98
389,Monday,3,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98
390,Monday,0,0,6,6,0.0,1.7085937500000632e-13,0.9999999999998294,no,0.985,0,11,11,0.0,1.297463378906331e-22,1.0000000000000007,no,0.985
390,Tuesday,0,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985,0,11,11,0.0,1.297463378906331e-22,1.0000000000000007,no,0.985
390,Thursday,0,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,0,11,11,0.0,1.297463378906331e-22,1.0000000000000007,no,0.985
390,Monday,1,3,3,6,0.5,1.7088814265625345e-06,0.9999982911185733,no,0.985,3,8,11,0.2727272727272727,8.119658190487444e-15,0.9999999999999918,no,0.985
390,Tuesday,1,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985,3,8,11,0.2727272727272727,8.119658190487444e-15,0.9999999999999918,no,0.985
390,Thursday,1,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,3,8,11,0.2727272727272727,8.119658190487444e-15,0.9999999999999918,no,0.985
390,Monday,2,6,0,6,1.0,0.1318744667532801,0.86812553324672,defer,0.98,11,0,11,1.0,0.21528327626520016,0.7847167237348001,defer,0.98
390,Tuesday,2,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98,11,0,11,1.0,0.21528327626520016,0.7847167237348001,defer,0.98
390,Thursday,2,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98,11,0,11,1.0,0.21528327626520016,0.7847167237348001,defer,0.98
390,Monday,3,6,0,6,1.0,0.1318744667532801,0.86812553324672,defer,0.98,11,0,11,1.0,0.21528327626520016,0.7847167237348001,defer,0.98
390,Tuesday,3,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98,11,0,11,1.0,0.21528327626520016,0.7847167237348001,defer,0.98
390,Thursday,3,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98,11,0,11,1.0,0.21528327626520016,0.7847167237348001,defer,0.98
391,Monday,0,0,9,9,0.0,5.766503906250303e-19,1.0000000000000004,no,0.985,0,9,9,0.0,5.766503906250303e-19,1.0000000000000004,no,0.985
391,Monday,1,6,3,9,0.6666666666666666,9.889314265073088e-06,0.9999901106857348,no,0.985,6,3,9,0.6666666666666666,9.889314265073088e-06,0.9999901106857348,no,0.985
391,Monday,2,9,0,9,1.0,0.18292719311245326,0.8170728068875469,defer,0.98,9,0,9,1.0,0.18292719311245326,0.8170728068875469,defer,0.98
391,Monday,3,9,0,9,1.0,0.18292719311245326,0.8170728068875469,defer,0.98,9,0,9,1.0,0.18292719311245326,0.8170728068875469,defer,0.98
392,Monday,0,0,41,41,0.0,2.4878997722119867e-77,1.0000000000000018,no,0.985,0,44,44,0.0,8.396661731217833e-83,1.0000000000000002,no,0.985
392,Thursday,0,0,3,3,0.0,5.062500000000104e-08,0.9999999493749999,no,0.985,0,44,44,0.0,8.396661731217833e-83,1.0000000000000002,no,0.985
392,Monday,1,6,35,41,0.14634146341463414,1.0490267985161868e-59,1.0,no,0.985,6,38,44,0.13636363636363635,5.496212642242849e-65,0.9999999999999998,no,0.985
392,Thursday,1,0,3,3,0.0,5.062500000000104e-08,0.9999999493749999,no,0.985,6,38,44,0.13636363636363635,5.496212642242849e-65,0.9999999999999998,no,0.985
392,Monday,2,41,0,41,1.0,0.5719493320455069,0.42805066795449304,yes,0.98,44,0,44,1.0,0.5971221357265749,0.40287786427342437,yes,0.98
392,Thursday,2,3,0,3,1.0,0.07763184000000006,0.9223681600000001,defer,0.98,44,0,44,1.0,0.5971221357265749,0.40287786427342437,yes,0.98
392,Monday,3,41,0,41,1.0,0.5719493320455069,0.42805066795449304,yes,0.98,44,0,44,1.0,0.5971221357265749,0.40287786427342437,yes,0.98
392,Thursday,3,3,0,3,1.0,0.07763184000000006,0.9223681600000001,defer,0.98,44,0,44,1.0,0.5971221357265749,0.40287786427342437,yes,0.98
393,Monday,0,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985
393,Monday,1,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985
393,Monday,2,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98
393,Monday,3,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98
394,Thursday,0,0,3,3,0.0,5.062500000000104e-08,0.9999999493749999,no,0.985,0,3,3,0.0,5.062500000000104e-08,0.9999999493749999,no,0.985
394,Thursday,1,0,3,3,0.0,5.062500000000104e-08,0.9999999493749999,no,0.985,0,3,3,0.0,5.062500000000104e-08,0.9999999493749999,no,0.985
394,Thursday,2,3,0,3,1.0,0.07763184000000006,0.9223681600000001,defer,0.98,3,0,3,1.0,0.07763184000000006,0.9223681600000001,defer,0.98
394,Thursday,3,3,0,3,1.0,0.07763184000000006,0.9223681600000001,defer,0.98,3,0,3,1.0,0.07763184000000006,0.9223681600000001,defer,0.98
395,Monday,0,0,8,8,0.0,3.844335937500182e-17,1.0000000000000004,no,0.985,0,8,8,0.0,3.844335937500182e-17,1.0000000000000004,no,0.985
395,Monday,1,1,7,8,0.125,2.275846875000096e-14,0.9999999999999774,no,0.985,1,7,8,0.125,2.275846875000096e-14,0.9999999999999774,no,0.985
395,Monday,2,8,0,8,1.0,0.16625223786985024,0.8337477621301499,defer,0.98,8,0,8,1.0,0.16625223786985024,0.8337477621301499,defer,0.98
395,Monday,3,8,0,8,1.0,0.16625223786985024,0.8337477621301499,defer,0.98,8,0,8,1.0,0.16625223786985024,0.8337477621301499,defer,0.98
396,Monday,0,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985
396,Monday,1,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985
396,Monday,2,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98
396,Monday,3,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98
402,Monday,0,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985
402,Monday,1,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985
402,Monday,2,0,1,1,0.0,0.0004000000000000006,0.9996,no,0.98,0,1,1,0.0,0.0004000000000000006,0.9996,no,0.98
402,Monday,3,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98
405,Monday,0,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985
405,Monday,1,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985
405,Monday,2,0,1,1,0.0,0.0004000000000000006,0.9996,no,0.98,0,1,1,0.0,0.0004000000000000006,0.9996,no,0.98
405,Monday,3,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98
410,Monday,0,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985
410,Monday,1,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985
410,Monday,2,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98
410,Monday,3,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98
417,Monday,0,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985
417,Monday,1,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985
417,Monday,2,0,4,4,0.0,3.200000000000015e-09,0.9999999968000001,no,0.98,0,4,4,0.0,3.200000000000015e-09,0.9999999968000001,no,0.98
417,Monday,3,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98
421,Monday,0,0,3,3,0.0,5.062500000000104e-08,0.9999999493749999,no,0.985,0,3,3,0.0,5.062500000000104e-08,0.9999999493749999,no,0.985
421,Monday,1,0,3,3,0.0,5.062500000000104e-08,0.9999999493749999,no,0.985,0,3,3,0.0,5.062500000000104e-08,0.9999999493749999,no,0.985
421,Monday,2,3,0,3,1.0,0.07763184000000006,0.9223681600000001,defer,0.98,3,0,3,1.0,0.07763184000000006,0.9223681600000001,defer,0.98
421,Monday,3,3,0,3,1.0,0.07763184000000006,0.9223681600000001,defer,0.98,3,0,3,1.0,0.07763184000000006,0.9223681600000001,defer,0.98
431,Tuesday,0,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985
431,Tuesday,1,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985
431,Tuesday,2,0,4,4,0.0,3.200000000000015e-09,0.9999999968000001,no,0.98,0,4,4,0.0,3.200000000000015e-09,0.9999999968000001,no,0.98
431,Tuesday,3,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98
432,Monday,0,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985
432,Monday,1,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985
432,Monday,2,0,1,1,0.0,0.0004000000000000006,0.9996,no,0.98,0,1,1,0.0,0.0004000000000000006,0.9996,no,0.98
432,Monday,3,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98
446,Monday,0,0,3,3,0.0,5.062500000000104e-08,0.9999999493749999,no,0.985,0,3,3,0.0,5.062500000000104e-08,0.9999999493749999,no,0.985
446,Monday,1,0,3,3,0.0,5.062500000000104e-08,0.9999999493749999,no,0.985,0,3,3,0.0,5.062500000000104e-08,0.9999999493749999,no,0.985
446,Monday,2,3,0,3,1.0,0.07763184000000006,0.9223681600000001,defer,0.98,3,0,3,1.0,0.07763184000000006,0.9223681600000001,defer,0.98
446,Monday,3,3,0,3,1.0,0.07763184000000006,0.9223681600000001,defer,0.98,3,0,3,1.0,0.07763184000000006,0.9223681600000001,defer,0.98
447,Monday,0,0,3,3,0.0,5.062500000000104e-08,0.9999999493749999,no,0.985,0,3,3,0.0,5.062500000000104e-08,0.9999999493749999,no,0.985
447,Monday,1,0,3,3,0.0,5.062500000000104e-08,0.9999999493749999,no,0.985,0,3,3,0.0,5.062500000000104e-08,0.9999999493749999,no,0.985
447,Monday,2,0,3,3,0.0,1.6000000000000053e-07,0.9999998400000002,no,0.98,0,3,3,0.0,1.6000000000000053e-07,0.9999998400000002,no,0.98
447,Monday,3,3,0,3,1.0,0.07763184000000006,0.9223681600000001,defer,0.98,3,0,3,1.0,0.07763184000000006,0.9223681600000001,defer,0.98
453,Monday,0,0,6,6,0.0,1.7085937500000632e-13,0.9999999999998294,no,0.985,0,6,6,0.0,1.7085937500000632e-13,0.9999999999998294,no,0.985
453,Monday,1,0,6,6,0.0,1.7085937500000632e-13,0.9999999999998294,no,0.985,0,6,6,0.0,1.7085937500000632e-13,0.9999999999998294,no,0.985
453,Monday,2,0,6,6,0.0,1.2800000000000093e-12,0.9999999999987202,no,0.98,0,6,6,0.0,1.2800000000000093e-12,0.9999999999987202,no,0.98
453,Monday,3,6,0,6,1.0,0.1318744667532801,0.86812553324672,defer,0.98,6,0,6,1.0,0.1318744667532801,0.86812553324672,defer,0.98
454,Friday,0,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985
454,Tuesday,0,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985
454,Friday,1,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985
454,Tuesday,1,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985
454,Friday,2,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98,1,1,2,0.5,0.0011840000000000019,0.9988159999999998,no,0.98
454,Tuesday,2,0,1,1,0.0,0.0004000000000000006,0.9996,no,0.98,1,1,2,0.5,0.0011840000000000019,0.9988159999999998,no,0.98
454,Friday,3,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98
454,Tuesday,3,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98
458,Tuesday,0,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985
458,Tuesday,1,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985
458,Tuesday,2,0,1,1,0.0,0.0004000000000000006,0.9996,no,0.98,0,1,1,0.0,0.0004000000000000006,0.9996,no,0.98
458,Tuesday,3,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98
475,Monday,0,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985
475,Monday,1,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985
475,Monday,2,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98
475,Monday,3,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98
479,Tuesday,0,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985
479,Tuesday,1,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985
479,Tuesday,2,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98
479,Tuesday,3,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98
482,Thursday,0,0,12,12,0.0,1.9461950683595057e-24,1.0000000000000004,no,0.985,0,12,12,0.0,1.9461950683595057e-24,1.0000000000000004,no,0.985
482,Thursday,1,0,12,12,0.0,1.9461950683595057e-24,1.0000000000000004,no,0.985,0,12,12,0.0,1.9461950683595057e-24,1.0000000000000004,no,0.985
482,Thursday,2,0,12,12,0.0,8.192000000000153e-23,1.0000000000000004,no,0.98,0,12,12,0.0,8.192000000000153e-23,1.0000000000000004,no,0.98
482,Thursday,3,12,0,12,1.0,0.23097761073989614,0.769022389260104,defer,0.98,12,0,12,1.0,0.23097761073989614,0.769022389260104,defer,0.98
488,Wednesday,0,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985
488,Wednesday,1,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985
488,Wednesday,2,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98
488,Wednesday,3,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98
494,Thursday,0,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985,0,16,16,0.0,9.852612533570174e-32,1.0000000000000009,no,0.985
494,Wednesday,0,0,12,12,0.0,1.9461950683595057e-24,1.0000000000000004,no,0.985,0,16,16,0.0,9.852612533570174e-32,1.0000000000000009,no,0.985
494,Thursday,1,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985,0,16,16,0.0,9.852612533570174e-32,1.0000000000000009,no,0.985
494,Wednesday,1,0,12,12,0.0,1.9461950683595057e-24,1.0000000000000004,no,0.985,0,16,16,0.0,9.852612533570174e-32,1.0000000000000009,no,0.985
494,Thursday,2,0,4,4,0.0,3.200000000000015e-09,0.9999999968000001,no,0.98,0,16,16,0.0,1.3107200000000366e-29,1.0000000000000004,no,0.98
494,Wednesday,2,0,12,12,0.0,8.192000000000153e-23,1.0000000000000004,no,0.98,0,16,16,0.0,1.3107200000000366e-29,1.0000000000000004,no,0.98
494,Thursday,3,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98,16,0,16,1.0,0.29067823381935426,0.7093217661806459,defer,0.98
494,Wednesday,3,12,0,12,1.0,0.23097761073989614,0.769022389260104,defer,0.98,16,0,16,1.0,0.29067823381935426,0.7093217661806459,defer,0.98
495,Monday,0,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985
495,Monday,1,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985
495,Monday,2,0,1,1,0.0,0.0004000000000000006,0.9996,no,0.98,0,1,1,0.0,0.0004000000000000006,0.9996,no,0.98
495,Monday,3,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98
500,Monday,0,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985
500,Monday,1,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985
500,Monday,2,0,1,1,0.0,0.0004000000000000006,0.9996,no,0.98,0,1,1,0.0,0.0004000000000000006,0.9996,no,0.98
500,Monday,3,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98
535,Monday,0,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985
535,Monday,1,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985
535,Monday,2,0,2,2,0.0,8.00000000000002e-06,0.999992,no,0.98,0,2,2,0.0,8.00000000000002e-06,0.999992,no,0.98
535,Monday,3,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98
541,Monday,0,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985
541,Monday,1,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985
541,Monday,2,0,1,1,0.0,0.0004000000000000006,0.9996,no,0.98,0,1,1,0.0,0.0004000000000000006,0.9996,no,0.98
541,Monday,3,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98
544,Thursday,0,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,0,3,3,0.0,5.062500000000104e-08,0.9999999493749999,no,0.985
544,Wednesday,0,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985,0,3,3,0.0,5.062500000000104e-08,0.9999999493749999,no,0.985
544,Thursday,1,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,0,3,3,0.0,5.062500000000104e-08,0.9999999493749999,no,0.985
544,Wednesday,1,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985,0,3,3,0.0,5.062500000000104e-08,0.9999999493749999,no,0.985
544,Thursday,2,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98,1,2,3,0.3333333333333333,3.1520000000000084e-05,0.9999684799999999,no,0.98
544,Wednesday,2,0,2,2,0.0,8.00000000000002e-06,0.999992,no,0.98,1,2,3,0.3333333333333333,3.1520000000000084e-05,0.9999684799999999,no,0.98
544,Thursday,3,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98,3,0,3,1.0,0.07763184000000006,0.9223681600000001,defer,0.98
